1,3294274806976318
0,3515167236328125
0,423919677734375
0,3765449523925781
0,33159542083740234
0,6905431747436523
0,4349098205566406
0,4232203960418701
0,33440613746643066
0,4264488220214844
0,5691509246826172
0,3687014579772949
0,3396725654602051
0,32634401321411133
0,36666083335876465
0,37540531158447266
0,3295142650604248
0,3562641143798828
0,31999754905700684
0,34388232231140137
0,32742977142333984
0,32515835762023926
0,32904672622680664
0,33788251876831055
0,33938097953796387
0,3287062644958496
0,333066463470459
0,3302762508392334
0,35622096061706543
0,331371545791626
