0,6652927398681641
0,4340553283691406
0,3992350101470947
0,4035611152648926
0,39559364318847656
0,39466404914855957
0,428865909576416
0,42711520195007324
0,38326597213745117
0,4032909870147705
0,4279634952545166
0,38900279998779297
0,41289830207824707
0,38616323471069336
0,45172739028930664
0,40067577362060547
0,3796815872192383
0,40665650367736816
0,39153051376342773
0,38278913497924805
0,40790653228759766
0,4252946376800537
0,39487504959106445
0,39368438720703125
0,3984372615814209
0,3991565704345703
0,48117995262145996
0,40277552604675293
0,40557169914245605
0,4294919967651367
0,39632487297058105
0,39159154891967773
0,39229512214660645
0,44778871536254883
0,39786314964294434
0,43328070640563965
0,39496612548828125
0,399402379989624
0,40524888038635254
0,4109017848968506
0,4378931522369385
0,41415977478027344
0,3930652141571045
0,4559464454650879
0,4255692958831787
